Unnamed: 0,Date,Country,Local,Industry_Sector,Accident_Level,Potential_Accident_Level,Gender,Employee_type,Critical_Risk,Description,Cleaned_Description,Original_Description_Length,Cleaned_Description_Length
74,2016-03-19,Country_01,Local_01,Mining,I,III,Male,Employee,Others,"During the placement of the last support mesh cloth of the work, in moments that from the ground the injured collaborator reached the electrowelded mesh to the operator of the scissor bolter positioned in the basket, when pressing on the mesh, one of the protruding ends of the mesh, crosses the leather glove causing an injury in his right hand.",placement support mesh cloth work moment ground injure reach mesh operator scissor position basket press mesh protruding mesh cross leather glove cause injury right hand,60,25
75,2016-03-14,Country_02,Local_05,Metals,I,IV,Male,Employee,Chemical substances,The employee checked for acid leakage in the shipping area when he was hit by splashes of solution in his right hemiface.,employee check acid leakage shipping area slash solution right hemiface,22,10
76,2016-03-18,Country_02,Local_05,Metals,I,IV,Male,Employee,Fall prevention (same level),"The employee was clearing the liquid zinc pump from oven 04, when he stepped on the platform and became unbalanced with a twist in his left foot.",employee clear liquid zinc pump oven step platform unbalanced twist leave foot,27,12
77,2016-03-18,Country_02,Local_05,Metals,I,IV,Male,Employee,Chemical substances,"The employee was transiting toward the cadmium factory, near tank 1440 on copper sulphate, when acid solution spilled in his direction, reaching his legs causing minor burns.",employee transit cadmium factory near tank copper sulfate acid solution spill direction reach cause minor burn,27,16
78,2016-03-22,Country_01,Local_03,Mining,I,II,Male,Employee,Others,"When carrying out the activity of cutting electrowelded mesh on the work front, the assistant positions his feet on one end of the mesh leaving the other end free, at the moment that the assistant bends down to make the cut with the shear, the end free of the mesh returns by inertia hitting the partner above his safety lens.",carry activity mesh work assistant position foot mesh leave free moment assistant bend shear free mesh return inertia partner safety len,60,21
79,2016-03-22,Country_01,Local_01,Mining,IV,IV,Male,Third Party,Others,"During the refurbishment work of the HDPE pipes (4 ""of diameter) with two workers, when the worker who secured the pipe with a chain, standing on the basket of the ampoloader - raised to a height of 3.0 m from the ground -, the pipe slipped and impacted his arm right, causing an injury to the radius of the right arm.",work hope pipe diameter worker worker secure pipe chain stand basket ampoloader raise height ground pipe slip impact right cause injury radius right arm,61,24
80,2016-03-25,Country_01,Local_01,Mining,I,IV,Male,Third Party,Others,"In circumstances that a dump truck laden with ore entered to unload backwards in a curve in the upper part of via La Laquia, the operator did not notice the unevenness in the road (approximately one meter) approaching the edge and overturning the truck on its right side. The operator traveled alone in the truck and made use of the safety belt, helmet and glasses at the time of the accident. During the unloading process, there were two squares that were 25 m from the accident site. The test of alcohotest to the operator was negative.",dump truck laden enter unload backwards curve upper liquid operator notice unevenness road meter edge truck right operator travel truck safety belt helmet glass time accident unloading process square accident site test alcohot operator negative,96,35
81,2016-03-30,Country_01,Local_04,Mining,II,IV,Male,Third Party,Others,"Being approximately 5:45 pm. On the level. 1710 Cx 018 BP 745, in circumstances that the workers of the company Rock performed the anchorage of the central pin for the anchoring of the drilling machine Diamantina XRD -30 (bob Cat) the assistant Cristian (injured) made the adjustment of the nut of the central bolt with the stilson key No. 18 Simultaneously Jose from the control panel made the movement of the rotation unit for the positioning of the clamp pin, at that moment the frame is slid by pressing the thumb of the assistant's left hand against the stilson key, causing the described injury, due to the lack of securing the frame fixing bolts.",level bp workers company rock perform anchorage central anchor drill machine diamantina cat assistant christian injure adjustment central bolt wilson jose unit clamp moment frame slide press thumb assistant leave hand wilson cause described injury lack secure frame bolt,114,39
82,2016-03-30,Country_01,Local_03,Mining,I,III,Male,Employee,Others,"After having carried out the mechanized support with the Scissor # 200, the heavy equipment operator picks up the water supply hose towards the drum of the equipment and, while He was heading towards the cabin of the Scissor on the way on a piece of rock - 10 cm high approx. - which displaces by sliding his right foot causing the injury described.",having carry mechanized support scissor heavy equipment operator pick water supply hose drum equipment head cabin scissor piece rock high approx displace slide right foot cause injury describe,64,28
83,2016-03-31,Country_01,Local_06,Metals,I,III,Male,Employee,Others,Being approximately 14:25 h when supervising the line clamping of the POM D071 Roy Canario returning to the thickener D1304 hits his nose with the metal chute out of operation.,h line camping roy scenario return thicken nose metal chute operation,30,11
84,2016-03-31,Country_02,Local_08,Metals,I,III,Male,Third Party (Remote),Pressed,"The employee, performing the truck's unloading operation, an iron bundle pressed his right finger and injured his left arm.",employee perform truck unload operation iron bundle press right finger injure left arm,19,13
85,2016-04-01,Country_01,Local_03,Mining,I,III,Male,Third Party,Others,"After loading two blown holes from the previous blasting with the use of a telescopic ladder, the master loader pulls the ladder detaching from the upper support point, about 3 mt. of height, a fragment of rock - 3cm x 3cm x 2 cm; 54 gr - which is projected by the right end of the ladder hitting the master loader on the cheekbone and upper lip producing the lesion described. The master shipper used his safety glasses.",loading blow hole previous blast telescopic ladder master loader pull ladder teach upper support point height fragment rock cm gr project right ladder master loader cheekbone upper produce lesion describe master ship safety glass,78,34
